buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,sigungu_cd,sigungu_name,deposit_manwon,is_jeonse,time_index
1990.0,23.08~24.08,신규,8,8,2023,200,단독,35,,,41117,50.0,매탄동,,41117,영통구,200.0,False,24284
2002.0,23.08~25.08,신규,17,8,2023,500,다가구,32,,,41111,26.788,영화동,,41111,장안구,500.0,False,24284
2012.0,23.08~24.08,신규,27,8,2023,500,다가구,48,,,41111,40.64,연무동,,41111,장안구,500.0,False,24284
2004.0,23.08~24.08,신규,28,8,2023,500,단독,36,,,41111,18.0,율전동,,41111,장안구,500.0,False,24284
1997.0,,,3,8,2023,"1,000",단독,30,,,41111,40.0,정자동,,41111,장안구,1000.0,False,24284
2002.0,23.08~24.08,신규,24,8,2023,500,단독,42,,,41111,22.0,율전동,,41111,장안구,500.0,False,24284
2017.0,23.09~25.09,신규,26,8,2023,"8,000",다가구,30,,,41111,48.0,파장동,,41111,장안구,8000.0,False,24284
1983.0,23.10~25.10,신규,31,8,2023,"2,000",단독,65,,,41111,76.44,정자동,,41111,장안구,2000.0,False,24284
2014.0,23.08~25.08,신규,14,8,2023,"1,000",다가구,65,,,41111,49.0,정자동,,41111,장안구,1000.0,False,24284
2022.0,23.08~24.08,신규,17,8,2023,500,다가구,50,,,41111,23.0,율전동,,41111,장안구,500.0,False,24284
2001.0,23.08~24.08,신규,19,8,2023,300,단독,32,,,41111,24.0,율전동,,41111,장안구,300.0,False,24284
2016.0,23.09~24.09,신규,31,8,2023,"1,000",다가구,55,,,41111,60.0,하광교동,,41111,장안구,1000.0,False,24284
1984.0,,,14,8,2023,300,다가구,30,,,41111,25.0,영화동,,41111,장안구,300.0,False,24284
2003.0,23.08~25.08,신규,24,8,2023,300,다가구,35,,,41111,27.0,조원동,,41111,장안구,300.0,False,24284
2013.0,23.08~25.08,갱신,26,8,2023,"11,000",다가구,0,"10,500",,41111,45.0,영화동,,41111,장안구,11000.0,True,24284
2017.0,,,9,8,2023,"3,000",단독,0,,,41111,14.5,정자동,,41111,장안구,3000.0,True,24284
2016.0,23.10~25.10,신규,20,8,2023,"14,000",다가구,0,,,41111,69.57,파장동,,41111,장안구,14000.0,True,24284
1988.0,23.09~25.09,신규,16,8,2023,"3,000",단독,60,,,41111,76.23,조원동,,41111,장안구,3000.0,False,24284
1994.0,23.08~25.08,신규,20,8,2023,500,단독,45,,,41111,39.54,영화동,,41111,장안구,500.0,False,24284
1983.0,23.08~25.08,신규,18,8,2023,"6,000",단독,40,,,41111,60.0,영화동,,41111,장안구,6000.0,False,24284
1985.0,23.08~25.08,신규,4,8,2023,"1,000",단독,40,,,41111,52.74,송죽동,,41111,장안구,1000.0,False,24284
2004.0,23.09~25.08,신규,22,8,2023,500,단독,48,,,41111,48.0,연무동,,41111,장안구,500.0,False,24284
2007.0,23.08~25.08,신규,1,8,2023,"10,000",단독,30,,,41111,61.58,영화동,,41111,장안구,10000.0,False,24284
2018.0,23.08~25.08,신규,25,8,2023,"1,000",다가구,55,,,41111,50.0,연무동,,41111,장안구,1000.0,False,24284
2020.0,23.08~25.08,신규,25,8,2023,500,다가구,50,,,41111,33.0,정자동,,41111,장안구,500.0,False,24284
2012.0,23.10~25.09,신규,24,8,2023,"10,000",단독,0,,,41111,40.0,정자동,,41111,장안구,10000.0,True,24284
2002.0,23.08~25.08,신규,19,8,2023,300,다가구,33,,,41111,25.0,조원동,,41111,장안구,300.0,False,24284
2023.0,23.08~24.08,신규,5,8,2023,"1,000",단독,50,,,41111,21.0,율전동,,41111,장안구,1000.0,False,24284
2001.0,,,28,8,2023,"5,000",단독,0,,,41111,27.0,영화동,,41111,장안구,5000.0,True,24284
2010.0,23.09~25.09,신규,4,8,2023,"18,000",단독,0,,,41111,84.2,율전동,,41111,장안구,18000.0,True,24284
2023.0,23.08~24.08,신규,17,8,2023,500,단독,55,,,41111,40.05,연무동,,41111,장안구,500.0,False,24284
1994.0,23.08~24.08,신규,19,8,2023,500,다가구,38,,,41111,33.0,율전동,,41111,장안구,500.0,False,24284
2011.0,,,21,8,2023,500,다가구,30,,,41111,19.8,율전동,,41111,장안구,500.0,False,24284
2001.0,23.08~24.08,갱신,18,8,2023,500,다가구,35,500,35.0,41111,30.0,율전동,사용,41111,장안구,500.0,False,24284
1984.0,23.08~25.08,신규,24,8,2023,"1,000",다가구,60,,,41111,66.39,연무동,,41111,장안구,1000.0,False,24284
1993.0,,,29,8,2023,200,단독,20,,,41111,20.0,조원동,,41111,장안구,200.0,False,24284
2003.0,,,12,8,2023,"4,000",다가구,20,,,41111,40.0,천천동,,41111,장안구,4000.0,False,24284
2002.0,,,4,8,2023,500,단독,30,,,41111,19.8,율전동,,41111,장안구,500.0,False,24284
2003.0,23.09~25.09,신규,23,8,2023,"15,000",다가구,0,,,41111,59.04,천천동,,41111,장안구,15000.0,True,24284
2003.0,,,28,8,2023,300,단독,30,,,41111,23.0,정자동,,41111,장안구,300.0,False,24284
1997.0,23.10~25.10,신규,28,8,2023,"9,500",다가구,0,,,41111,59.4,천천동,,41111,장안구,9500.0,True,24284
1996.0,23.08~25.08,신규,4,8,2023,500,다가구,36,,,41111,40.0,영화동,,41111,장안구,500.0,False,24284
1985.0,23.08~25.08,신규,18,8,2023,"1,000",단독,57,,,41111,52.72,송죽동,,41111,장안구,1000.0,False,24284
2014.0,23.09~25.09,신규,21,8,2023,"19,500",다가구,0,,,41111,79.8,영화동,,41111,장안구,19500.0,True,24284
2002.0,23.09~24.09,신규,14,8,2023,500,단독,40,,,41111,25.2,율전동,,41111,장안구,500.0,False,24284
2009.0,23.09~25.09,신규,24,8,2023,500,단독,40,,,41111,40.0,영화동,,41111,장안구,500.0,False,24284
2002.0,23.09~25.09,신규,29,8,2023,"1,500",단독,45,,,41111,39.0,조원동,,41111,장안구,1500.0,False,24284
1992.0,23.08~25.08,갱신,15,8,2023,500,단독,47,500,44.0,41111,40.0,율전동,,41111,장안구,500.0,False,24284
1987.0,,,17,8,2023,200,다가구,28,,,41111,30.0,조원동,,41111,장안구,200.0,False,24284
1991.0,23.08~25.08,신규,2,8,2023,"1,300",다가구,35,,,41111,43.0,송죽동,,41111,장안구,1300.0,False,24284
2014.0,23.10~25.10,신규,31,8,2023,"14,000",다가구,0,,,41111,49.0,정자동,,41111,장안구,14000.0,True,24284
2003.0,,,15,8,2023,"2,900",단독,0,,,41111,22.0,영화동,,41111,장안구,2900.0,True,24284
2014.0,23.09~25.09,신규,8,8,2023,"1,000",단독,50,,,41111,59.5,파장동,,41111,장안구,1000.0,False,24284
2004.0,23.09~25.09,신규,26,8,2023,"2,500",다가구,35,,,41111,40.0,율전동,,41111,장안구,2500.0,False,24284
1998.0,,,17,8,2023,150,다가구,30,,,41111,17.0,영화동,,41111,장안구,150.0,False,24284
1977.0,23.08~25.08,신규,9,8,2023,500,단독,40,,,41111,50.0,파장동,,41111,장안구,500.0,False,24284
1994.0,23.09~25.09,신규,22,8,2023,"1,000",단독,40,,,41111,40.0,영화동,,41111,장안구,1000.0,False,24284
2011.0,23.09~25.09,신규,24,8,2023,500,다가구,37,,,41111,23.0,영화동,,41111,장안구,500.0,False,24284
1993.0,,,29,8,2023,"1,000",다가구,57,,,41111,73.45,율전동,,41111,장안구,1000.0,False,24284
2003.0,,,14,8,2023,"5,500",다가구,0,,,41111,26.0,정자동,,41111,장안구,5500.0,True,24284
1997.0,23.09~25.09,신규,17,8,2023,"1,000",다가구,50,,,41111,66.5,연무동,,41111,장안구,1000.0,False,24284
2002.0,,,25,8,2023,500,단독,30,,,41111,36.65,조원동,,41111,장안구,500.0,False,24284
1990.0,,,25,8,2023,"6,000",단독,0,,,41111,60.71,파장동,,41111,장안구,6000.0,True,24284
1990.0,23.09~25.09,신규,22,8,2023,"12,000",단독,0,,,41111,71.08,조원동,,41111,장안구,12000.0,True,24284
1997.0,23.09~25.09,신규,24,8,2023,500,다가구,45,,,41111,45.0,영화동,,41111,장안구,500.0,False,24284
1990.0,,,29,8,2023,"1,000",단독,70,,,41111,54.0,연무동,,41111,장안구,1000.0,False,24284
1986.0,23.09~25.09,신규,22,8,2023,"12,000",단독,0,,,41111,76.23,연무동,,41111,장안구,12000.0,True,24284
,23.09~25.09,신규,29,8,2023,400,다가구,34,,,41111,12.96,조원동,,41111,장안구,400.0,False,24284
1988.0,23.11~25.11,신규,31,8,2023,"7,000",단독,0,,,41111,46.17,조원동,,41111,장안구,7000.0,True,24284
2011.0,23.09~25.08,신규,29,8,2023,300,다가구,43,,,41111,20.0,정자동,,41111,장안구,300.0,False,24284
2000.0,23.09~25.09,갱신,30,8,2023,"10,000",단독,0,"10,000",,41111,29.0,파장동,,41111,장안구,10000.0,True,24284
1994.0,23.09~25.09,신규,17,8,2023,"1,000",단독,38,,,41111,47.0,영화동,,41111,장안구,1000.0,False,24284
,,,19,8,2023,"6,000",다가구,13,,,41111,16.44,율전동,,41111,장안구,6000.0,False,24284
1993.0,23.08~25.08,신규,19,8,2023,300,단독,50,,,41111,32.76,연무동,,41111,장안구,300.0,False,24284
2018.0,23.09~25.08,신규,4,8,2023,"2,000",다가구,75,,,41111,46.28,율전동,,41111,장안구,2000.0,False,24284
2001.0,23.08~24.08,신규,11,8,2023,500,단독,46,,,41111,16.5,천천동,,41111,장안구,500.0,False,24284
2004.0,23.09~25.09,신규,12,8,2023,"1,000",다가구,40,,,41111,29.0,파장동,,41111,장안구,1000.0,False,24284
2003.0,,,29,8,2023,500,다가구,30,,,41111,30.0,영화동,,41111,장안구,500.0,False,24284
2002.0,,,28,8,2023,200,단독,27,,,41111,20.0,영화동,,41111,장안구,200.0,False,24284
2007.0,23.08~25.08,신규,3,8,2023,"2,000",단독,80,,,41111,95.76,영화동,,41111,장안구,2000.0,False,24284
1995.0,,,16,8,2023,300,단독,16,,,41111,40.0,송죽동,,41111,장안구,300.0,False,24284
2002.0,23.09~25.09,신규,25,8,2023,500,다가구,40,,,41111,30.0,송죽동,,41111,장안구,500.0,False,24284
2003.0,23.09~25.08,신규,21,8,2023,"11,000",단독,0,,,41111,44.2,연무동,,41111,장안구,11000.0,True,24284
2003.0,23.09~25.09,신규,28,8,2023,500,단독,35,,,41111,30.0,영화동,,41111,장안구,500.0,False,24284
2004.0,23.09~25.09,신규,30,8,2023,"12,000",다가구,0,,,41111,82.0,천천동,,41111,장안구,12000.0,True,24284
2018.0,23.08~25.08,신규,21,8,2023,"1,000",다가구,50,,,41111,40.0,조원동,,41111,장안구,1000.0,False,24284
2014.0,23.10~25.10,신규,29,8,2023,"9,000",다가구,10,,,41111,56.56,송죽동,,41111,장안구,9000.0,False,24284
1994.0,,,7,8,2023,"1,000",다가구,25,,,41111,36.36,송죽동,,41111,장안구,1000.0,False,24284
2011.0,,,18,8,2023,"3,000",다가구,45,,,41111,51.1,정자동,,41111,장안구,3000.0,False,24284
2011.0,23.09~24.08,신규,19,8,2023,500,다가구,45,,,41111,28.0,율전동,,41111,장안구,500.0,False,24284
1988.0,23.08~25.08,신규,7,8,2023,500,단독,50,,,41111,67.23,연무동,,41111,장안구,500.0,False,24284
1996.0,,,22,8,2023,300,다가구,30,,,41111,29.0,영화동,,41111,장안구,300.0,False,24284
1985.0,23.08~25.08,신규,4,8,2023,500,단독,40,,,41111,41.76,정자동,,41111,장안구,500.0,False,24284
2003.0,,,17,8,2023,"5,000",다가구,0,,,41111,25.0,천천동,,41111,장안구,5000.0,True,24284
1992.0,23.08~25.08,신규,12,8,2023,"2,000",단독,35,,,41111,36.0,율전동,,41111,장안구,2000.0,False,24284
2022.0,23.08~24.08,신규,4,8,2023,500,다가구,52,,,41111,20.0,율전동,,41111,장안구,500.0,False,24284
2003.0,23.08~25.08,신규,16,8,2023,"1,000",다가구,50,,,41111,40.0,조원동,,41111,장안구,1000.0,False,24284
1987.0,,,8,8,2023,"7,000",다가구,0,,,41111,40.0,조원동,,41111,장안구,7000.0,True,24284
,23.08~25.08,신규,6,8,2023,"12,000",다가구,20,,,41111,55.48,조원동,,41111,장안구,12000.0,False,24284
1990.0,,,16,8,2023,"7,000",다가구,0,,,41111,40.0,파장동,,41111,장안구,7000.0,True,24284
2021.0,,갱신,11,8,2023,"19,000",다가구,0,"19,000",,41111,45.76,송죽동,,41111,장안구,19000.0,True,24284
2001.0,23.08~25.08,신규,4,8,2023,"1,000",다가구,40,,,41111,49.58,송죽동,,41111,장안구,1000.0,False,24284
1992.0,23.09~25.09,신규,7,8,2023,"13,000",단독,0,,,41111,72.18,율전동,,41111,장안구,13000.0,True,24284
,,신규,17,8,2023,"1,000",단독,50,,,41111,21.0,율전동,,41111,장안구,1000.0,False,24284
2003.0,23.08~24.08,신규,14,8,2023,500,단독,39,,,41111,23.0,율전동,,41111,장안구,500.0,False,24284
1991.0,23.08~25.08,신규,16,8,2023,500,다가구,35,,,41111,34.0,송죽동,,41111,장안구,500.0,False,24284
,23.08~25.08,신규,12,8,2023,"11,000",단독,0,,,41111,24.0,율전동,,41111,장안구,11000.0,True,24284
2011.0,23.08~24.08,신규,5,8,2023,500,다가구,40,,,41111,16.79,율전동,,41111,장안구,500.0,False,24284
1998.0,23.09~25.09,신규,17,8,2023,"1,000",단독,40,,,41111,42.51,연무동,,41111,장안구,1000.0,False,24284
2001.0,,,16,8,2023,"6,000",다가구,0,,,41111,20.03,율전동,,41111,장안구,6000.0,True,24284
1989.0,23.08~25.08,신규,11,8,2023,"2,000",단독,70,,,41111,138.0,송죽동,,41111,장안구,2000.0,False,24284
2002.0,23.08~25.08,신규,18,8,2023,"1,000",다가구,45,,,41111,51.424,영화동,,41111,장안구,1000.0,False,24284
,23.08~24.08,신규,14,8,2023,500,다가구,45,,,41111,20.94,연무동,,41111,장안구,500.0,False,24284
2018.0,23.08~25.08,,14,8,2023,"16,000",다가구,0,,,41111,58.32,연무동,,41111,장안구,16000.0,True,24284
2003.0,23.08~23.12,갱신,8,8,2023,600,다가구,35,"4,600",,41111,30.0,율전동,,41111,장안구,600.0,False,24284
2004.0,,,4,8,2023,"6,000",단독,0,,,41111,21.0,율전동,,41111,장안구,6000.0,True,24284
2023.0,23.09~25.09,신규,12,8,2023,"11,000",단독,0,,,41111,21.0,율전동,,41111,장안구,11000.0,True,24284
2008.0,23.10~25.10,신규,8,8,2023,"14,000",다가구,0,,,41111,52.0,정자동,,41111,장안구,14000.0,True,24284
1985.0,23.08~25.08,갱신,8,8,2023,"15,200",단독,0,"15,000",,41111,80.97,파장동,,41111,장안구,15200.0,True,24284
,23.09~25.09,신규,9,8,2023,"8,000",다가구,0,,,41111,42.34,조원동,,41111,장안구,8000.0,True,24284
2006.0,,,9,8,2023,300,다가구,30,,,41111,20.0,영화동,,41111,장안구,300.0,False,24284
2014.0,,,9,8,2023,500,다가구,30,,,41111,20.0,송죽동,,41111,장안구,500.0,False,24284
1986.0,23.08~25.08,신규,5,8,2023,"1,000",단독,50,,,41111,76.88,파장동,,41111,장안구,1000.0,False,24284
1993.0,,,10,8,2023,"5,500",단독,0,,,41111,50.0,율전동,,41111,장안구,5500.0,True,24284
1992.0,23.09~25.09,신규,7,8,2023,"1,000",다가구,55,,,41111,50.0,정자동,,41111,장안구,1000.0,False,24284
,23.08~25.08,신규,8,8,2023,300,다가구,33,,,41111,21.0,영화동,,41111,장안구,300.0,False,24284
2004.0,23.08~25.08,신규,17,8,2023,500,다가구,36,,,41111,25.0,영화동,,41111,장안구,500.0,False,24284
1991.0,,,11,8,2023,500,단독,40,,,41111,40.0,정자동,,41111,장안구,500.0,False,24284
2001.0,,,11,8,2023,"5,500",다가구,0,,,41111,18.0,율전동,,41111,장안구,5500.0,True,24284
2012.0,,,5,8,2023,500,다가구,30,,,41111,23.0,정자동,,41111,장안구,500.0,False,24284
2016.0,,,11,8,2023,"9,500",단독,0,,,41111,18.0,천천동,,41111,장안구,9500.0,True,24284
2002.0,23.09~25.09,신규,9,8,2023,"13,000",다가구,0,,,41111,60.0,천천동,,41111,장안구,13000.0,True,24284
,23.08~24.08,신규,5,8,2023,"1,000",단독,50,,,41111,21.0,율전동,,41111,장안구,1000.0,False,24284
1986.0,,,12,8,2023,200,다가구,20,,,41111,13.0,영화동,,41111,장안구,200.0,False,24284
2002.0,23.08~25.08,신규,5,8,2023,"8,500",다가구,0,,,41111,20.0,천천동,,41111,장안구,8500.0,True,24284
2001.0,,,9,8,2023,"5,000",다가구,0,,,41111,24.0,천천동,,41111,장안구,5000.0,True,24284
2002.0,,,1,8,2023,300,단독,27,,,41111,17.0,조원동,,41111,장안구,300.0,False,24284
2002.0,23.08~24.08,신규,11,8,2023,500,다가구,38,,,41111,25.0,조원동,,41111,장안구,500.0,False,24284
1983.0,,,21,8,2023,"8,000",단독,0,,,41111,65.61,정자동,,41111,장안구,8000.0,True,24284
2004.0,23.08~24.08,신규,18,8,2023,"4,000",단독,30,,,41111,23.0,율전동,,41111,장안구,4000.0,False,24284
1997.0,,,17,8,2023,"1,000",다가구,60,,,41111,66.5,연무동,,41111,장안구,1000.0,False,24284
2001.0,,,16,8,2023,"6,000",다가구,0,,,41111,22.0,율전동,,41111,장안구,6000.0,True,24284
2003.0,,,23,8,2023,"5,000",다가구,0,,,41111,56.198,파장동,,41111,장안구,5000.0,True,24284
1997.0,23.09~25.05,갱신,15,8,2023,"18,000",단독,0,"17,800",,41111,140.67,천천동,사용,41111,장안구,18000.0,True,24284
2011.0,23.08~24.08,신규,16,8,2023,500,다가구,40,,,41111,16.79,율전동,,41111,장안구,500.0,False,24284
1989.0,23.08~25.08,신규,17,8,2023,300,다가구,35,,,41111,50.0,파장동,,41111,장안구,300.0,False,24284
2002.0,,,23,8,2023,"2,500",다가구,0,,,41111,30.0,조원동,,41111,장안구,2500.0,True,24284
2002.0,23.08~25.08,신규,12,8,2023,"2,000",단독,65,,,41111,60.0,천천동,,41111,장안구,2000.0,False,24284
1997.0,23.09~25.09,신규,23,8,2023,"8,000",단독,0,,,41111,45.0,정자동,,41111,장안구,8000.0,True,24284
2001.0,23.08~24.08,신규,8,8,2023,300,다가구,39,,,41111,28.0,율전동,,41111,장안구,300.0,False,24284
1995.0,23.08~23.12,신규,7,8,2023,300,다가구,33,,,41111,19.8,율전동,,41111,장안구,300.0,False,24284
2013.0,,갱신,25,8,2023,"10,000",다가구,0,"9,500",,41111,35.0,영화동,,41111,장안구,10000.0,True,24284
2022.0,23.10~25.10,신규,24,8,2023,"15,000",다가구,0,,,41111,49.03,연무동,,41111,장안구,15000.0,True,24284
1997.0,23.08~25.08,신규,25,8,2023,500,다가구,40,,,41111,29.7,영화동,,41111,장안구,500.0,False,24284
2002.0,,,25,8,2023,300,다가구,29,,,41111,20.0,정자동,,41111,장안구,300.0,False,24284
2009.0,23.08~24.08,신규,2,8,2023,500,다가구,40,,,41111,47.09,조원동,,41111,장안구,500.0,False,24284
2007.0,23.08~25.08,신규,14,8,2023,"6,500",다가구,0,,,41111,23.11,영화동,,41111,장안구,6500.0,True,24284
,23.08~24.08,신규,7,8,2023,"5,000",다가구,70,,,41111,58.03,조원동,,41111,장안구,5000.0,False,24284
,23.09~25.09,신규,25,8,2023,"10,200",다가구,0,,,41111,58.62,조원동,,41111,장안구,10200.0,True,24284
2003.0,23.08~25.08,신규,15,8,2023,"1,000",다가구,55,,,41111,40.0,천천동,,41111,장안구,1000.0,False,24284
2021.0,,,21,8,2023,"10,000",단독,0,,,41111,18.0,율전동,,41111,장안구,10000.0,True,24284
,23.08~24.08,신규,15,8,2023,"1,000",단독,50,,,41111,23.0,율전동,,41111,장안구,1000.0,False,24284
2003.0,,갱신,21,8,2023,"15,500",단독,0,"15,500",,41111,60.0,천천동,,41111,장안구,15500.0,True,24284
1989.0,,,19,8,2023,"12,500",다가구,0,,,41111,40.47,율전동,,41111,장안구,12500.0,True,24284
1994.0,,,14,8,2023,200,단독,25,,,41111,21.6,파장동,,41111,장안구,200.0,False,24284
2002.0,23.09~24.04,갱신,17,8,2023,"9,000",단독,0,"9,000",,41111,35.0,천천동,,41111,장안구,9000.0,True,24284
2014.0,23.08~25.08,신규,10,8,2023,"20,000",단독,0,,,41111,89.0,파장동,,41111,장안구,20000.0,True,24284
1980.0,,,15,8,2023,200,다가구,25,,,41111,31.62,연무동,,41111,장안구,200.0,False,24284
1997.0,23.08~25.08,신규,21,8,2023,"8,000",다가구,0,,,41111,47.75,영화동,,41111,장안구,8000.0,True,24284
2003.0,,,8,8,2023,300,단독,30,,,41111,26.0,조원동,,41111,장안구,300.0,False,24284
1981.0,23.10~25.10,신규,21,8,2023,"1,000",단독,60,,,41111,64.08,연무동,,41111,장안구,1000.0,False,24284
2001.0,,신규,16,8,2023,300,단독,36,,,41111,20.0,정자동,,41111,장안구,300.0,False,24284
2002.0,23.09~25.09,신규,7,8,2023,"3,000",다가구,65,,,41111,55.0,천천동,,41111,장안구,3000.0,False,24284
,23.08~24.08,신규,10,8,2023,500,다가구,45,,,41111,28.21,율전동,,41111,장안구,500.0,False,24284
1995.0,23.10~25.10,신규,21,8,2023,"1,000",다가구,65,,,41111,77.0,조원동,,41111,장안구,1000.0,False,24284
2003.0,23.08~24.08,신규,12,8,2023,500,다가구,42,,,41111,25.0,천천동,,41111,장안구,500.0,False,24284
,23.08~24.08,신규,10,8,2023,"1,000",다가구,50,,,41111,22.22,율전동,,41111,장안구,1000.0,False,24284
2002.0,23.10~25.10,신규,14,8,2023,"11,000",단독,6,,,41111,50.42,파장동,,41111,장안구,11000.0,False,24284
2003.0,23.08~25.08,신규,4,8,2023,"14,000",단독,0,,,41111,64.0,파장동,,41111,장안구,14000.0,True,24284
1992.0,23.08~25.08,신규,19,8,2023,"2,000",단독,35,,,41111,41.58,연무동,,41111,장안구,2000.0,False,24284
1993.0,23.09~25.09,신규,16,8,2023,"6,500",단독,10,,,41111,43.12,송죽동,,41111,장안구,6500.0,False,24284
2002.0,23.09~25.09,,9,8,2023,"8,500",단독,0,,,41111,20.89,조원동,,41111,장안구,8500.0,True,24284
2015.0,23.08~25.08,신규,1,8,2023,"1,000",다가구,40,,,41111,23.0,조원동,,41111,장안구,1000.0,False,24284
2011.0,23.11~25.11,신규,22,8,2023,"9,000",다가구,20,,,41111,46.146,영화동,,41111,장안구,9000.0,False,24284
2004.0,23.08~25.08,신규,16,8,2023,"1,000",단독,43,,,41111,39.0,조원동,,41111,장안구,1000.0,False,24284
2017.0,23.08~25.08,신규,8,8,2023,"12,500",다가구,0,,,41111,65.55,연무동,,41111,장안구,12500.0,True,24284
2003.0,,,30,8,2023,"1,000",다가구,30,,,41111,50.0,영화동,,41111,장안구,1000.0,False,24284
2003.0,,,28,8,2023,"3,000",다가구,18,,,41111,20.0,율전동,,41111,장안구,3000.0,False,24284
,,,7,8,2023,"12,600",다가구,0,,,41115,26.84,인계동,,41115,팔달구,12600.0,True,24284
,,,3,8,2023,"1,000",단독,60,,,41115,23.0,구천동,,41115,팔달구,1000.0,False,24284
,,,3,8,2023,"1,000",단독,60,,,41115,32.0,구천동,,41115,팔달구,1000.0,False,24284
,,,19,8,2023,500,단독,60,,,41115,24.0,구천동,,41115,팔달구,500.0,False,24284
1987.0,,,8,8,2023,500,단독,40,,,41115,35.28,우만동,,41115,팔달구,500.0,False,24284
2014.0,23.09~25.09,신규,29,8,2023,500,다가구,30,,,41115,23.0,인계동,,41115,팔달구,500.0,False,24284
1989.0,23.10~25.10,신규,18,8,2023,"7,000",다가구,0,,,41115,40.0,화서동,,41115,팔달구,7000.0,True,24284
1991.0,23.08~25.08,갱신,16,8,2023,"5,000",다가구,0,"4,500",,41115,33.0,인계동,,41115,팔달구,5000.0,True,24284
1990.0,23.09~25.09,신규,21,8,2023,"1,000",다가구,65,,,41115,86.69,우만동,,41115,팔달구,1000.0,False,24284
1987.0,23.09~25.09,신규,12,8,2023,500,단독,40,,,41115,38.86,화서동,,41115,팔달구,500.0,False,24284
,23.09~25.09,신규,28,8,2023,200,다가구,25,,,41115,38.13,화서동,,41115,팔달구,200.0,False,24284
1988.0,23.09~25.09,신규,25,8,2023,"14,000",단독,0,,,41115,130.0,지동,,41115,팔달구,14000.0,True,24284
,23.08~25.08,신규,21,8,2023,300,다가구,32,,,41115,25.0,지동,,41115,팔달구,300.0,False,24284
1987.0,23.09~25.09,신규,28,8,2023,400,다가구,40,,,41115,57.2,우만동,,41115,팔달구,400.0,False,24284
1993.0,23.08~25.08,신규,2,8,2023,300,다가구,35,,,41115,37.08,지동,,41115,팔달구,300.0,False,24284
2003.0,23.08~25.08,신규,14,8,2023,300,다가구,28,,,41115,21.0,화서동,,41115,팔달구,300.0,False,24284
,23.08~25.08,신규,21,8,2023,500,다가구,50,,,41115,173.65,남창동,,41115,팔달구,500.0,False,24284
,23.08~25.08,신규,24,8,2023,"2,000",다가구,11,,,41115,22.29,우만동,,41115,팔달구,2000.0,False,24284
2018.0,23.08~25.08,신규,3,8,2023,"2,000",다가구,50,,,41115,11.71,화서동,,41115,팔달구,2000.0,False,24284
,,,9,8,2023,"4,200",다가구,0,,,41115,26.0,화서동,,41115,팔달구,4200.0,True,24284
1985.0,23.08~25.08,신규,14,8,2023,"9,000",다가구,35,,,41115,141.0,화서동,,41115,팔달구,9000.0,False,24284
,,,4,8,2023,"10,800",다가구,0,,,41115,58.0,우만동,,41115,팔달구,10800.0,True,24284
,,,12,8,2023,"1,000",다가구,45,,,41115,42.0,우만동,,41115,팔달구,1000.0,False,24284
,,,12,8,2023,"5,000",다가구,24,,,41111,20.0,율전동,,41111,장안구,5000.0,False,24284
2019.0,,,29,8,2023,"15,000",다가구,0,,,41111,52.2,정자동,,41111,장안구,15000.0,True,24284
2023.0,,,10,8,2023,"1,000",다가구,50,,,41111,22.22,율전동,,41111,장안구,1000.0,False,24284
2017.0,,,19,8,2023,"2,000",다가구,65,,,41111,36.3,연무동,,41111,장안구,2000.0,False,24284
2002.0,,,16,8,2023,500,단독,30,,,41111,207.9,천천동,,41111,장안구,500.0,False,24284
,,,18,8,2023,"2,500",다가구,58,,,41111,43.1,율전동,,41111,장안구,2500.0,False,24284
1990.0,,,26,8,2023,"7,000",단독,0,,,41111,40.0,정자동,,41111,장안구,7000.0,True,24284
2013.0,,,9,8,2023,"4,000",단독,30,,,41111,40.0,송죽동,,41111,장안구,4000.0,False,24284
,,,9,8,2023,"5,000",다가구,0,,,41111,23.0,율전동,,41111,장안구,5000.0,True,24284
,,,9,8,2023,"5,000",단독,0,,,41111,24.0,천천동,,41111,장안구,5000.0,True,24284
,,,22,8,2023,"5,200",다가구,0,,,41115,41.8,우만동,,41115,팔달구,5200.0,True,24284
2018.0,,,29,8,2023,"3,000",다가구,40,,,41115,23.0,중동,,41115,팔달구,3000.0,False,24284
,,,11,8,2023,500,다가구,40,,,41115,21.0,고등동,,41115,팔달구,500.0,False,24284
1988.0,,,18,8,2023,"9,000",단독,0,,,41115,50.0,우만동,,41115,팔달구,9000.0,True,24284
,,,18,8,2023,"2,000",다가구,19,,,41115,20.0,매산로2가,,41115,팔달구,2000.0,False,24284
2002.0,,,23,8,2023,500,다가구,38,,,41115,40.0,인계동,,41115,팔달구,500.0,False,24284
,,,19,8,2023,500,단독,30,,,41115,24.0,우만동,,41115,팔달구,500.0,False,24284
2002.0,,,14,8,2023,"5,000",단독,0,,,41115,33.02,우만동,,41115,팔달구,5000.0,True,24284
,,,19,8,2023,300,다가구,35,,,41115,22.0,우만동,,41115,팔달구,300.0,False,24284
,,,9,8,2023,500,단독,45,,,41115,22.0,인계동,,41115,팔달구,500.0,False,24284
,23.09~25.09,신규,23,8,2023,500,다가구,45,,,41115,29.7,고등동,,41115,팔달구,500.0,False,24284
