buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,sigungu_cd,sigungu_name,deposit_manwon,is_jeonse,time_index
2006.0,23.10~25.10,신규,22,9,2023,"10,000",다가구,0,,,41113,46.0,곡반정동,,41113,권선구,10000.0,True,24285
1988.0,23.10~24.10,신규,19,9,2023,500,다가구,40,,,41113,41.0,세류동,,41113,권선구,500.0,False,24285
2006.0,,,25,9,2023,300,다가구,25,,,41113,20.0,곡반정동,,41113,권선구,300.0,False,24285
2018.0,23.10~24.10,신규,18,9,2023,"1,000",다가구,70,,,41113,37.0,권선동,,41113,권선구,1000.0,False,24285
2007.0,23.10~24.09,신규,24,9,2023,500,다가구,45,,,41113,28.0,곡반정동,,41113,권선구,500.0,False,24285
2004.0,23.09~24.03,신규,16,9,2023,500,다가구,38,,,41113,40.0,곡반정동,,41113,권선구,500.0,False,24285
2017.0,23.10~25.10,신규,11,9,2023,"3,000",단독,70,,,41113,70.0,호매실동,,41113,권선구,3000.0,False,24285
2007.0,,,9,9,2023,"4,000",단독,0,,,41113,23.0,곡반정동,,41113,권선구,4000.0,True,24285
2007.0,23.09~25.09,신규,7,9,2023,"2,000",단독,53,,,41113,45.0,세류동,,41113,권선구,2000.0,False,24285
1988.0,23.09~25.09,신규,30,9,2023,"1,000",다가구,70,,,41113,115.7025,권선동,,41113,권선구,1000.0,False,24285
,23.10~24.10,신규,22,9,2023,300,다가구,38,,,41113,19.055,평동,,41113,권선구,300.0,False,24285
2016.0,23.10~25.10,신규,16,9,2023,"2,500",다가구,50,,,41113,49.5,탑동,,41113,권선구,2500.0,False,24285
2021.0,23.10~24.10,신규,19,9,2023,"3,000",다가구,70,,,41113,59.33,금곡동,,41113,권선구,3000.0,False,24285
2003.0,23.10~25.10,신규,11,9,2023,"1,000",단독,55,,,41113,40.0,권선동,,41113,권선구,1000.0,False,24285
2006.0,23.10~25.10,신규,11,9,2023,"14,000",다가구,0,,,41113,100.0,곡반정동,,41113,권선구,14000.0,True,24285
2000.0,23.10~25.10,신규,6,9,2023,500,단독,45,,,41113,30.0,권선동,,41113,권선구,500.0,False,24285
2008.0,23.10~24.10,신규,19,9,2023,500,단독,49,,,41113,45.0,곡반정동,,41113,권선구,500.0,False,24285
2006.0,,,28,9,2023,"5,000",단독,0,,,41113,50.0,곡반정동,,41113,권선구,5000.0,True,24285
2003.0,,,25,9,2023,"3,000",단독,0,,,41113,25.0,곡반정동,,41113,권선구,3000.0,True,24285
2006.0,23.10~25.10,신규,21,9,2023,700,단독,57,,,41113,40.0,권선동,,41113,권선구,700.0,False,24285
2015.0,23.10~25.10,신규,18,9,2023,"1,000",단독,60,,,41113,55.0,금곡동,,41113,권선구,1000.0,False,24285
2009.0,23.09~24.09,신규,13,9,2023,300,다가구,41,,,41113,33.0,곡반정동,,41113,권선구,300.0,False,24285
,23.10~25.10,신규,25,9,2023,"12,000",다가구,15,,,41113,68.17,세류동,,41113,권선구,12000.0,False,24285
2016.0,23.10~25.10,신규,1,9,2023,"1,500",단독,80,,,41113,45.0,세류동,,41113,권선구,1500.0,False,24285
2007.0,24.01~26.01,갱신,21,9,2023,"12,000",다가구,0,"8,500",15.0,41113,66.89,곡반정동,,41113,권선구,12000.0,True,24285
2007.0,23.10~24.10,신규,26,9,2023,"2,000",다가구,60,,,41113,46.0,곡반정동,,41113,권선구,2000.0,False,24285
2003.0,23.10~25.10,신규,23,9,2023,500,단독,33,,,41113,33.058,구운동,,41113,권선구,500.0,False,24285
2021.0,,,8,9,2023,"13,000",단독,22,,,41113,31.65,세류동,,41113,권선구,13000.0,False,24285
2014.0,23.10~25.10,신규,16,9,2023,"1,000",다가구,53,,,41113,47.0,세류동,,41113,권선구,1000.0,False,24285
1988.0,,,3,9,2023,300,단독,28,,,41113,30.0,세류동,,41113,권선구,300.0,False,24285
2015.0,,,18,9,2023,"1,000",단독,60,,,41113,55.0,금곡동,,41113,권선구,1000.0,False,24285
1995.0,23.11~25.11,신규,25,9,2023,"13,500",단독,0,,,41113,73.95,서둔동,,41113,권선구,13500.0,True,24285
2006.0,23.10~25.10,신규,25,9,2023,"1,000",다가구,55,,,41113,35.0,세류동,,41113,권선구,1000.0,False,24285
2017.0,23.10~25.10,신규,17,9,2023,"11,500",단독,5,,,41113,53.05,탑동,,41113,권선구,11500.0,False,24285
2016.0,23.10~25.10,신규,17,9,2023,"2,000",다가구,47,,,41113,50.0,탑동,,41113,권선구,2000.0,False,24285
2003.0,23.10~25.10,신규,25,9,2023,"1,000",다가구,70,,,41113,36.5,권선동,,41113,권선구,1000.0,False,24285
,23.10~25.10,신규,4,9,2023,"3,000",다가구,95,,,41113,68.69,구운동,,41113,권선구,3000.0,False,24285
2002.0,23.09~25.09,신규,28,9,2023,300,단독,35,,,41113,20.0,권선동,,41113,권선구,300.0,False,24285
2005.0,23.10~24.10,신규,26,9,2023,100,다가구,35,,,41113,20.5,곡반정동,,41113,권선구,100.0,False,24285
2021.0,23.09~24.09,신규,21,9,2023,500,단독,57,,,41113,22.28,세류동,,41113,권선구,500.0,False,24285
1991.0,,갱신,18,9,2023,"1,000",다가구,55,"1,000",50.0,41113,45.0,오목천동,,41113,권선구,1000.0,False,24285
2005.0,23.09~24.09,신규,20,9,2023,"2,000",다가구,58,,,41113,50.0,권선동,,41113,권선구,2000.0,False,24285
2002.0,,,26,9,2023,"4,000",다가구,0,,,41113,33.058,구운동,,41113,권선구,4000.0,True,24285
2011.0,23.09~25.09,신규,12,9,2023,"9,000",다가구,0,,,41113,69.97,서둔동,,41113,권선구,9000.0,True,24285
2004.0,23.09~24.09,신규,6,9,2023,"1,000",단독,39,,,41113,36.3,곡반정동,,41113,권선구,1000.0,False,24285
1993.0,23.09~25.09,신규,6,9,2023,"2,000",단독,50,,,41113,45.0,세류동,,41113,권선구,2000.0,False,24285
1997.0,23.10~25.10,갱신,27,9,2023,300,단독,35,300,35.0,41113,36.3,세류동,사용,41113,권선구,300.0,False,24285
2022.0,23.09~25.09,신규,25,9,2023,"9,000",다가구,55,,,41113,46.66,금곡동,,41113,권선구,9000.0,False,24285
1993.0,23.10~25.10,신규,22,9,2023,"11,000",단독,0,,,41113,62.96,권선동,,41113,권선구,11000.0,True,24285
2006.0,,,15,9,2023,"4,500",단독,0,,,41113,30.0,곡반정동,,41113,권선구,4500.0,True,24285
2007.0,23.09~25.09,신규,7,9,2023,"15,000",단독,0,,,41113,102.57,곡반정동,,41113,권선구,15000.0,True,24285
1991.0,,갱신,26,9,2023,"15,000",단독,0,"20,000",,41113,76.1,구운동,,41113,권선구,15000.0,True,24285
2007.0,,,17,9,2023,"5,000",단독,0,,,41113,33.0,곡반정동,,41113,권선구,5000.0,True,24285
2018.0,23.10~25.10,신규,22,9,2023,"2,000",다가구,50,,,41113,23.14,세류동,,41113,권선구,2000.0,False,24285
1991.0,23.10~25.10,신규,18,9,2023,"13,000",다가구,15,,,41113,76.76,오목천동,,41113,권선구,13000.0,False,24285
2006.0,,,26,9,2023,"1,000",단독,46,,,41113,36.0,곡반정동,,41113,권선구,1000.0,False,24285
2006.0,23.09~23.12,신규,16,9,2023,50,다가구,40,,,41113,30.0,곡반정동,,41113,권선구,50.0,False,24285
1990.0,23.10~25.10,신규,21,9,2023,"1,000",다가구,40,,,41113,45.0,구운동,,41113,권선구,1000.0,False,24285
2002.0,23.09~25.09,신규,22,9,2023,300,다가구,35,,,41113,23.14,세류동,,41113,권선구,300.0,False,24285
1993.0,23.10~25.10,신규,25,9,2023,"7,000",다가구,0,,,41113,57.57,세류동,,41113,권선구,7000.0,True,24285
2009.0,23.10~24.10,신규,27,9,2023,500,다가구,40,,,41113,19.8,탑동,,41113,권선구,500.0,False,24285
1990.0,23.10~25.10,신규,21,9,2023,"10,000",단독,0,,,41113,50.0,권선동,,41113,권선구,10000.0,True,24285
2016.0,23.10~25.10,신규,1,9,2023,"3,000",단독,70,,,41113,45.0,세류동,,41113,권선구,3000.0,False,24285
2006.0,23.10~24.09,신규,19,9,2023,500,단독,54,,,41113,48.0,곡반정동,,41113,권선구,500.0,False,24285
2013.0,23.09~25.09,신규,12,9,2023,"1,000",다가구,59,,,41113,30.0,세류동,,41113,권선구,1000.0,False,24285
2005.0,23.10~24.10,신규,27,9,2023,400,다가구,40,,,41113,30.5,권선동,,41113,권선구,400.0,False,24285
2001.0,23.09~24.09,신규,5,9,2023,300,단독,36,,,41113,23.11,권선동,,41113,권선구,300.0,False,24285
2012.0,23.10~25.10,신규,19,9,2023,"1,500",단독,45,,,41113,33.0,탑동,,41113,권선구,1500.0,False,24285
2016.0,23.10~24.09,신규,11,9,2023,"1,000",다가구,60,,,41113,32.9,세류동,,41113,권선구,1000.0,False,24285
1983.0,23.10~25.10,신규,9,9,2023,"15,000",단독,0,,,41113,71.9,고색동,,41113,권선구,15000.0,True,24285
1994.0,23.10~25.10,신규,5,9,2023,"1,000",다가구,40,,,41113,38.5,권선동,,41113,권선구,1000.0,False,24285
2004.0,,,23,9,2023,100,단독,30,,,41113,20.0,곡반정동,,41113,권선구,100.0,False,24285
2008.0,23.10~24.10,신규,9,10,2023,500,단독,35,,,41113,23.1,곡반정동,,41113,권선구,500.0,False,24286
2019.0,23.11~25.11,신규,19,10,2023,"15,000",다가구,0,,,41113,45.17,권선동,,41113,권선구,15000.0,True,24286
,,,16,10,2023,"13,000",다가구,0,,,41113,37.0,세류동,,41113,권선구,13000.0,True,24286
2006.0,23.10~25.10,신규,9,10,2023,"8,000",다가구,0,,,41113,39.0,곡반정동,,41113,권선구,8000.0,True,24286
,23.10~24.10,신규,16,10,2023,"1,500",다가구,62,,,41113,60.0,곡반정동,,41113,권선구,1500.0,False,24286
2020.0,,갱신,20,10,2023,761,다가구,31,831,31.0,41113,66.645,구운동,,41113,권선구,761.0,False,24286
2016.0,23.10~25.10,신규,10,10,2023,"16,000",다가구,0,,,41113,71.64,금곡동,,41113,권선구,16000.0,True,24286
1983.0,23.10~25.10,갱신,14,10,2023,"8,500",단독,15,"8,500",,41113,39.64,고색동,,41113,권선구,8500.0,False,24286
2018.0,23.11~25.11,,7,10,2023,"10,000",다가구,0,,,41113,29.0,세류동,,41113,권선구,10000.0,True,24286
1988.0,23.10~25.10,신규,7,10,2023,800,단독,52,,,41113,50.0,권선동,,41113,권선구,800.0,False,24286
2002.0,,,13,10,2023,100,다가구,30,,,41113,20.0,곡반정동,,41113,권선구,100.0,False,24286
2006.0,23.10~24.04,신규,7,10,2023,100,다가구,45,,,41113,40.0,곡반정동,,41113,권선구,100.0,False,24286
2015.0,23.11~25.11,갱신,16,10,2023,"10,000",다가구,0,"9,500",,41113,37.88,구운동,,41113,권선구,10000.0,True,24286
2004.0,23.10~24.04,신규,9,10,2023,300,다가구,40,,,41113,30.0,곡반정동,,41113,권선구,300.0,False,24286
,23.10~24.10,신규,17,10,2023,300,단독,32,,,41113,20.0,탑동,,41113,권선구,300.0,False,24286
1985.0,23.11~25.11,신규,12,10,2023,"1,000",다가구,50,,,41113,54.45,세류동,,41113,권선구,1000.0,False,24286
1983.0,,,7,10,2023,100,다가구,28,,,41113,34.75,세류동,,41113,권선구,100.0,False,24286
1990.0,,,2,10,2023,200,단독,15,,,41113,18.0,구운동,,41113,권선구,200.0,False,24286
2015.0,23.11~25.11,신규,10,10,2023,"16,000",다가구,0,,,41113,75.0,호매실동,,41113,권선구,16000.0,True,24286
2003.0,23.10~25.10,신규,15,10,2023,300,단독,40,,,41113,19.83,구운동,,41113,권선구,300.0,False,24286
1975.0,23.10~25.10,신규,4,10,2023,500,단독,50,,,41113,29.75,서둔동,,41113,권선구,500.0,False,24286
2006.0,23.10~24.10,신규,2,10,2023,500,다가구,49,,,41113,30.0,곡반정동,,41113,권선구,500.0,False,24286
1991.0,,,20,10,2023,200,단독,18,,,41113,23.0,구운동,,41113,권선구,200.0,False,24286
1991.0,,,16,10,2023,500,단독,45,,,41113,74.74,세류동,,41113,권선구,500.0,False,24286
2014.0,23.10~25.10,신규,10,10,2023,"13,000",단독,0,,,41113,44.34,권선동,,41113,권선구,13000.0,True,24286
2009.0,23.11~25.11,갱신,20,10,2023,"9,450",다가구,0,"9,000",,41113,50.0,곡반정동,사용,41113,권선구,9450.0,True,24286
2008.0,23.10~24.10,신규,23,10,2023,500,단독,40,,,41113,19.0,곡반정동,,41113,권선구,500.0,False,24286
2006.0,,,6,10,2023,"5,000",단독,40,,,41113,56.0,곡반정동,,41113,권선구,5000.0,False,24286
2006.0,23.10~24.10,신규,20,10,2023,500,다가구,37,,,41113,25.0,곡반정동,,41113,권선구,500.0,False,24286
2015.0,23.11~25.11,신규,24,10,2023,"17,000",단독,0,,,41113,60.0,호매실동,,41113,권선구,17000.0,True,24286
2004.0,23.10~24.10,신규,6,10,2023,200,다가구,36,,,41113,33.0,곡반정동,,41113,권선구,200.0,False,24286
2010.0,,,4,10,2023,"5,000",단독,0,,,41113,27.25,구운동,,41113,권선구,5000.0,True,24286
2006.0,23.10~24.04,신규,4,10,2023,50,단독,45,,,41113,25.0,곡반정동,,41113,권선구,50.0,False,24286
2006.0,23.10~24.10,신규,17,10,2023,300,다가구,40,,,41113,27.0,곡반정동,,41113,권선구,300.0,False,24286
2006.0,,신규,17,10,2023,200,다가구,40,,,41113,33.0,곡반정동,,41113,권선구,200.0,False,24286
2018.0,23.11~25.11,신규,24,10,2023,"3,000",다가구,65,,,41113,48.0,호매실동,,41113,권선구,3000.0,False,24286
1994.0,23.11~25.11,신규,12,10,2023,500,다가구,45,,,41113,35.5,권선동,,41113,권선구,500.0,False,24286
1986.0,23.11~25.11,신규,20,10,2023,"1,000",단독,60,,,41113,60.0,세류동,,41113,권선구,1000.0,False,24286
2015.0,23.12~25.12,갱신,20,10,2023,"13,500",다가구,0,"18,000",,41113,69.0,호매실동,사용,41113,권선구,13500.0,True,24286
2007.0,23.10~24.10,신규,11,10,2023,500,다가구,60,,,41113,50.0,곡반정동,,41113,권선구,500.0,False,24286
,23.11~25.11,신규,16,10,2023,"13,000",다가구,0,,,41113,37.0,세류동,,41113,권선구,13000.0,True,24286
2007.0,23.10~24.10,신규,2,10,2023,500,단독,40,,,41113,26.0,곡반정동,,41113,권선구,500.0,False,24286
2004.0,23.10~24.10,신규,17,10,2023,500,다가구,40,,,41113,40.0,곡반정동,,41113,권선구,500.0,False,24286
2018.0,23.10~25.10,신규,18,10,2023,500,다가구,45,,,41113,19.83,세류동,,41113,권선구,500.0,False,24286
1997.0,23.10~25.10,신규,17,10,2023,300,다가구,35,,,41113,40.0,세류동,,41113,권선구,300.0,False,24286
2022.0,23.11~25.11,신규,21,10,2023,"12,000",단독,0,,,41113,32.01,고색동,,41113,권선구,12000.0,True,24286
1989.0,23.10~25.10,신규,10,10,2023,500,단독,35,,,41113,43.0,구운동,,41113,권선구,500.0,False,24286
1991.0,23.10~25.10,신규,5,10,2023,"2,000",단독,55,,,41113,78.4,세류동,,41113,권선구,2000.0,False,24286
2011.0,23.10~25.10,신규,23,10,2023,500,단독,35,,,41113,25.0,오목천동,,41113,권선구,500.0,False,24286
2006.0,,,17,10,2023,300,단독,28,,,41113,18.0,곡반정동,,41113,권선구,300.0,False,24286
2002.0,,,14,10,2023,300,단독,30,,,41113,19.0,세류동,,41113,권선구,300.0,False,24286
1988.0,,,15,10,2023,"5,500",단독,0,,,41113,40.0,세류동,,41113,권선구,5500.0,True,24286
2007.0,23.10~25.10,신규,3,10,2023,"2,000",다가구,54,,,41113,41.0,세류동,,41113,권선구,2000.0,False,24286
,,,20,10,2023,"3,500",단독,0,,,41113,27.0,곡반정동,,41113,권선구,3500.0,True,24286
2023.0,23.11~24.11,신규,17,10,2023,"5,000",다가구,45,,,41113,23.6,오목천동,,41113,권선구,5000.0,False,24286
2006.0,23.10~24.10,신규,7,10,2023,500,다가구,60,,,41113,42.9,곡반정동,,41113,권선구,500.0,False,24286
2018.0,23.11~25.11,신규,16,10,2023,"2,000",다가구,45,,,41113,19.83,세류동,,41113,권선구,2000.0,False,24286
2011.0,23.10~25.10,신규,5,10,2023,"2,000",다가구,60,,,41113,73.9,탑동,,41113,권선구,2000.0,False,24286
1997.0,23.10~25.10,신규,10,10,2023,500,단독,40,,,41113,40.0,세류동,,41113,권선구,500.0,False,24286
2004.0,23.10~25.10,신규,10,10,2023,500,단독,37,,,41113,24.0,권선동,,41113,권선구,500.0,False,24286
2010.0,,,11,10,2023,200,단독,29,,,41113,21.0,세류동,,41113,권선구,200.0,False,24286
,23.11~25.11,신규,11,10,2023,"10,000",다가구,40,,,41113,53.39,고색동,,41113,권선구,10000.0,False,24286
2007.0,23.10~24.10,신규,3,10,2023,300,단독,37,,,41113,20.0,곡반정동,,41113,권선구,300.0,False,24286
2022.0,23.10~25.10,신규,5,10,2023,"17,000",다가구,0,,,41113,28.23,오목천동,,41113,권선구,17000.0,True,24286
2002.0,,,6,10,2023,"3,700",단독,0,,,41113,31.35,세류동,,41113,권선구,3700.0,True,24286
2014.0,23.11~26.05,신규,6,10,2023,"12,500",다가구,0,,,41113,41.3,권선동,,41113,권선구,12500.0,True,24286
2006.0,23.10~24.10,신규,6,10,2023,100,다가구,38,,,41113,26.0,곡반정동,,41113,권선구,100.0,False,24286
2002.0,23.10~25.10,신규,18,10,2023,500,단독,45,,,41113,39.0,구운동,,41113,권선구,500.0,False,24286
1996.0,23.10~25.10,신규,9,10,2023,"1,000",다가구,40,,,41113,30.0,서둔동,,41113,권선구,1000.0,False,24286
1996.0,,,3,10,2023,200,다가구,30,,,41113,27.0,세류동,,41113,권선구,200.0,False,24286
2001.0,,,7,10,2023,"1,000",단독,50,,,41113,35.0,권선동,,41113,권선구,1000.0,False,24286
2011.0,,,9,10,2023,"4,000",단독,0,,,41113,25.0,탑동,,41113,권선구,4000.0,True,24286
1991.0,23.10~25.10,신규,7,10,2023,"1,000",단독,65,,,41113,72.24,탑동,,41113,권선구,1000.0,False,24286
2006.0,23.10~24.10,신규,2,10,2023,"7,500",단독,10,,,41113,45.0,곡반정동,,41113,권선구,7500.0,False,24286
2005.0,23.10~24.10,신규,6,10,2023,500,단독,55,,,41113,33.0,곡반정동,,41113,권선구,500.0,False,24286
2004.0,23.10~25.04,신규,7,10,2023,500,다가구,54,,,41113,33.0,권선동,,41113,권선구,500.0,False,24286
2004.0,,,10,10,2023,300,단독,30,,,41113,28.0,권선동,,41113,권선구,300.0,False,24286
2018.0,23.11~25.10,,9,10,2023,"9,000",다가구,51,,,41113,60.9,세류동,,41113,권선구,9000.0,False,24286
2010.0,23.10~25.10,갱신,10,10,2023,"13,650",다가구,20,"13,650",,41113,82.14,곡반정동,,41113,권선구,13650.0,False,24286
1997.0,,,10,10,2023,"2,500",다가구,0,,,41113,20.0,세류동,,41113,권선구,2500.0,True,24286
2004.0,23.10~24.09,신규,1,10,2023,500,다가구,35,,,41113,30.0,탑동,,41113,권선구,500.0,False,24286
2018.0,23.10~25.10,신규,4,10,2023,"10,000",다가구,0,,,41113,37.85,세류동,,41113,권선구,10000.0,True,24286
1995.0,23.10~24.10,신규,4,10,2023,500,다가구,40,,,41113,40.0,서둔동,,41113,권선구,500.0,False,24286
1995.0,23.10~25.10,신규,5,10,2023,"1,000",다가구,35,,,41113,40.0,서둔동,,41113,권선구,1000.0,False,24286
1992.0,23.10~25.10,신규,13,10,2023,500,다가구,40,,,41113,40.0,세류동,,41113,권선구,500.0,False,24286
2007.0,,,17,10,2023,300,다가구,30,,,41113,24.0,세류동,,41113,권선구,300.0,False,24286
2006.0,,,10,10,2023,"2,500",다가구,30,,,41113,25.0,곡반정동,,41113,권선구,2500.0,False,24286
2008.0,23.11~25.11,신규,16,10,2023,"1,000",단독,45,,,41113,55.0,고색동,,41113,권선구,1000.0,False,24286
1999.0,,,14,10,2023,300,다가구,29,,,41113,18.0,권선동,,41113,권선구,300.0,False,24286
2016.0,23.11~25.11,신규,7,10,2023,"8,000",다가구,43,,,41113,64.6,금곡동,,41113,권선구,8000.0,False,24286
2004.0,,,2,10,2023,"5,000",다가구,0,,,41113,30.0,권선동,,41113,권선구,5000.0,True,24286
1993.0,,,13,10,2023,300,다가구,30,,,41113,62.64,호매실동,,41113,권선구,300.0,False,24286
2002.0,23.10~24.10,신규,14,10,2023,300,단독,33,,,41113,28.0,세류동,,41113,권선구,300.0,False,24286
1983.0,23.10~25.10,신규,6,10,2023,"11,000",다가구,0,,,41113,50.0,세류동,,41113,권선구,11000.0,True,24286
2006.0,23.10~25.10,갱신,13,10,2023,"7,000",다가구,0,"7,000",,41113,39.0,곡반정동,사용,41113,권선구,7000.0,True,24286
2014.0,23.10~24.10,신규,2,10,2023,500,단독,35,,,41113,23.0,호매실동,,41113,권선구,500.0,False,24286
1990.0,23.10~25.10,갱신,14,10,2023,"11,500",다가구,0,500,40.0,41113,49.0,세류동,,41113,권선구,11500.0,True,24286
2006.0,,,14,10,2023,"5,000",다가구,0,,,41113,25.37,곡반정동,,41113,권선구,5000.0,True,24286
2004.0,,,15,10,2023,200,단독,27,,,41113,19.0,세류동,,41113,권선구,200.0,False,24286
2006.0,23.10~24.10,신규,6,10,2023,200,단독,35,,,41113,20.0,곡반정동,,41113,권선구,200.0,False,24286
2021.0,23.10~24.10,신규,11,10,2023,"5,000",다가구,63,,,41113,41.68,세류동,,41113,권선구,5000.0,False,24286
1996.0,,,14,10,2023,"6,000",단독,0,,,41113,99.84,고색동,,41113,권선구,6000.0,True,24286
1984.0,23.10~25.10,신규,7,10,2023,200,단독,33,,,41113,16.5,고색동,,41113,권선구,200.0,False,24286
2011.0,,,7,10,2023,300,단독,30,,,41113,21.0,세류동,,41113,권선구,300.0,False,24286
1993.0,,,6,10,2023,"4,300",다가구,0,,,41113,36.0,오목천동,,41113,권선구,4300.0,True,24286
2020.0,23.10~24.10,신규,13,10,2023,"1,000",단독,65,,,41113,60.78,고색동,,41113,권선구,1000.0,False,24286
2006.0,23.10~25.10,신규,7,10,2023,500,다가구,36,,,41113,26.0,고색동,,41113,권선구,500.0,False,24286
2007.0,23.10~25.10,신규,4,10,2023,"1,000",다가구,50,,,41113,56.62,당수동,,41113,권선구,1000.0,False,24286
2022.0,23.10~25.10,신규,7,10,2023,"4,000",다가구,80,,,41113,46.66,금곡동,,41113,권선구,4000.0,False,24286
1989.0,23.10~25.10,갱신,8,10,2023,"1,000",단독,75,"1,000",65.0,41113,80.28,세류동,사용,41113,권선구,1000.0,False,24286
1990.0,23.10~25.10,신규,14,10,2023,"1,000",단독,50,,,41113,52.4,구운동,,41113,권선구,1000.0,False,24286
1981.0,,,7,10,2023,100,다가구,25,,,41113,26.49,오목천동,,41113,권선구,100.0,False,24286
2000.0,23.12~25.12,신규,12,10,2023,"1,000",다가구,60,,,41113,43.0,권선동,,41113,권선구,1000.0,False,24286
2006.0,23.10~25.10,신규,19,10,2023,"1,000",다가구,55,,,41113,36.0,권선동,,41113,권선구,1000.0,False,24286
2014.0,23.12~25.11,신규,18,10,2023,"13,000",다가구,0,,,41113,50.0,금곡동,,41113,권선구,13000.0,True,24286
1985.0,23.11~25.11,신규,10,10,2023,"1,000",단독,65,,,41113,64.54,세류동,,41113,권선구,1000.0,False,24286
1988.0,23.11~25.11,신규,16,10,2023,"1,000",단독,40,,,41113,43.0,세류동,,41113,권선구,1000.0,False,24286
2004.0,23.10~25.10,갱신,23,10,2023,700,단독,57,700,55.0,41113,49.58,세류동,사용,41113,권선구,700.0,False,24286
2015.0,,,29,10,2023,"30,000",단독,0,,,41113,141.04,호매실동,,41113,권선구,30000.0,True,24286
2006.0,,,25,10,2023,"5,000",단독,12,,,41113,35.0,곡반정동,,41113,권선구,5000.0,False,24286
2010.0,23.10~24.10,신규,16,10,2023,500,단독,40,,,41113,29.0,구운동,,41113,권선구,500.0,False,24286
2007.0,23.10~24.10,신규,23,10,2023,300,단독,35,,,41113,33.0,곡반정동,,41113,권선구,300.0,False,24286
1992.0,,,21,10,2023,300,다가구,30,,,41113,28.0,세류동,,41113,권선구,300.0,False,24286
1995.0,,,14,10,2023,"4,000",다가구,0,,,41113,45.0,세류동,,41113,권선구,4000.0,True,24286
1998.0,23.12~25.12,신규,26,10,2023,"9,000",다가구,0,,,41113,56.5,서둔동,,41113,권선구,9000.0,True,24286
2021.0,23.11~25.11,신규,13,10,2023,"18,000",단독,0,,,41113,49.28,세류동,,41113,권선구,18000.0,True,24286
2016.0,23.10~25.10,신규,12,10,2023,"1,000",다가구,65,,,41113,49.0,호매실동,,41113,권선구,1000.0,False,24286
2002.0,23.11~25.11,신규,31,10,2023,500,단독,38,,,41113,33.0,구운동,,41113,권선구,500.0,False,24286
2008.0,,,11,10,2023,"5,000",다가구,0,,,41113,20.0,세류동,,41113,권선구,5000.0,True,24286
2018.0,23.11~25.11,신규,26,10,2023,"2,000",다가구,63,,,41113,50.0,권선동,,41113,권선구,2000.0,False,24286
1995.0,23.11~25.11,신규,20,10,2023,500,다가구,40,,,41113,49.74,세류동,,41113,권선구,500.0,False,24286
1984.0,23.11~25.11,신규,25,10,2023,500,다가구,35,,,41113,30.0,세류동,,41113,권선구,500.0,False,24286
1991.0,23.11~25.11,신규,26,10,2023,"1,000",다가구,40,,,41113,49.0,구운동,,41113,권선구,1000.0,False,24286
2020.0,23.11~25.10,신규,27,10,2023,"2,000",다가구,70,,,41113,50.0,고색동,,41113,권선구,2000.0,False,24286
2006.0,23.11~25.11,신규,31,10,2023,300,다가구,37,,,41113,24.0,곡반정동,,41113,권선구,300.0,False,24286
2002.0,,,26,10,2023,"4,800",다가구,23,,,41113,40.0,구운동,,41113,권선구,4800.0,False,24286
2006.0,23.10~25.10,신규,11,10,2023,500,다가구,58,,,41113,42.0,세류동,,41113,권선구,500.0,False,24286
1995.0,23.11~25.11,신규,21,10,2023,"1,000",단독,60,,,41113,60.0,구운동,,41113,권선구,1000.0,False,24286
2002.0,,,23,10,2023,500,다가구,30,,,41113,20.0,구운동,,41113,권선구,500.0,False,24286
2009.0,,,17,10,2023,"4,000",단독,0,,,41113,30.0,탑동,,41113,권선구,4000.0,True,24286
2008.0,,,24,10,2023,300,단독,27,,,41113,18.0,곡반정동,,41113,권선구,300.0,False,24286
1984.0,23.11~25.11,신규,17,10,2023,"10,000",단독,0,,,41113,50.0,세류동,,41113,권선구,10000.0,True,24286
2021.0,23.11~25.11,신규,20,10,2023,"1,000",다가구,60,,,41113,37.33,서둔동,,41113,권선구,1000.0,False,24286
2004.0,23.11~24.11,신규,28,10,2023,200,단독,40,,,41113,30.0,곡반정동,,41113,권선구,200.0,False,24286
1990.0,,,23,10,2023,300,단독,30,,,41113,46.2,구운동,,41113,권선구,300.0,False,24286
1995.0,23.11~25.11,신규,19,10,2023,600,단독,40,,,41113,35.0,세류동,,41113,권선구,600.0,False,24286
2022.0,23.11~25.11,신규,21,10,2023,"5,000",다가구,40,,,41113,28.23,오목천동,,41113,권선구,5000.0,False,24286
2005.0,23.11~24.11,신규,16,10,2023,"1,000",단독,66,,,41113,50.0,권선동,,41113,권선구,1000.0,False,24286
,23.10~24.04,신규,20,10,2023,100,다가구,45,,,41113,26.0,곡반정동,,41113,권선구,100.0,False,24286
2015.0,23.11~24.11,신규,12,10,2023,"1,000",다가구,55,,,41113,50.0,당수동,,41113,권선구,1000.0,False,24286
2009.0,23.11~25.11,,20,10,2023,"24,000",단독,0,,,41113,83.9,세류동,,41113,권선구,24000.0,True,24286
2015.0,,신규,8,10,2023,"5,000",단독,55,,,41113,84.0,호매실동,,41113,권선구,5000.0,False,24286
1995.0,23.10~25.10,신규,16,10,2023,300,다가구,35,,,41113,40.0,세류동,,41113,권선구,300.0,False,24286
