mean_pinball,crps_approx,coverage_90,interval_width,mae,rmse,fold
466.6901951013736,933.3803902027472,0.921436004162331,6710.541743192865,1509.4186611168918,3000.3110604142094,1
453.78108727944556,907.5621745588911,0.9193548387096774,6577.4313128035055,1459.1212278876171,2896.172226561046,2
457.2710766266606,914.5421532533212,0.9193548387096774,6612.822258782314,1460.6243496357954,2911.3074300870485,3
443.30100901116975,886.6020180223395,0.9235039028620988,6824.926632455253,1430.7169124024285,2765.5252228143836,4
461.5360654641554,923.0721309283108,0.9176062445793582,6612.925363288971,1482.3630529054633,2979.0882916192304,5
